game_id,game_date,team_name_ko,opp_team_name_ko,wF,wS,wI,dp5_actions,dp5_value,P1_sig,P1_target,P1_stage,P1_benefit,P1_inc_cost,P1_switch_cost,P1_fat_cost,P1_h,P1_l_PTI,P1_l_TSS,P1_l_SGP,P2_sig,P2_target,P2_stage,P2_benefit,P2_inc_cost,P2_switch_cost,P2_fat_cost,P2_h,P2_l_PTI,P2_l_TSS,P2_l_SGP,P3_sig,P3_target,P3_stage,P3_benefit,P3_inc_cost,P3_switch_cost,P3_fat_cost,P3_h,P3_l_PTI,P3_l_TSS,P3_l_SGP,P4_sig,P4_target,P4_stage,P4_benefit,P4_inc_cost,P4_switch_cost,P4_fat_cost,P4_h,P4_l_PTI,P4_l_TSS,P4_l_SGP,P5_sig,P5_target,P5_stage,P5_benefit,P5_inc_cost,P5_switch_cost,P5_fat_cost,P5_h,P5_l_PTI,P5_l_TSS,P5_l_SGP,dpP1,dpP2,dpP3,dpP4,dpP5,mean_abs_sig,dp_actions,dp_value,P1_dp_a,P1_fatigue_cost,P2_dp_a,P2_fatigue_cost,P3_dp_a,P3_fatigue_cost,P4_dp_a,P4_fatigue_cost,P5_dp_a,P5_fatigue_cost
126377,2024-06-02 7:30,제주SK FC,강원FC,0.066065337,0.041855159,0.892079504,"[0, 0, 0, 0, 0]",0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.000008294,0,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000211727,-1,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.005378247,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.12,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126378,2024-06-02 10:00,FC서울,광주FC,0.075312627,0.044757892,0.879929481,"[0, 0, 0, 0, 0]",0.0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000008294,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.005378247,0,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.15,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126379,2024-06-15 9:00,포항 스틸러스,대전 하나 시티즌,0.047074022,0.030004919,0.922921058,"[1, 1, 0, 0, 1]",0.778735228,0.640840154,1,0.64,0.64,0,0.0,0.024478695,1.000008294,0,2,0,0.640840154,1,0.64,0.64,0,0.0,0.024483674,1.000211727,0,2,0,0.490840154,0,0.49,0.49,0,0.0,0.0,1.005378247,-1,2,0,0.340840154,0,0.34,0.34,0,0.0,0.0,1.121318838,-2,2,0,0.640840154,1,0.64,0.64,0,0.0,0.043547876,1.779026108,0,2,0,1,1,0,0,1,0.550840154,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",2.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126380,2024-06-15 10:00,광주FC,김천 상무 프로축구단,0.143064145,0.051850013,0.805085842,"[0, 0, 0, 0, 0]",0.0,0.490840154,0,0.49,0.49,0,0.0,0.0,1.000008294,-1,2,0,0.340840154,0,0.34,0.34,0,0.0,0.0,1.000211727,-2,2,0,0.170420077,0,0.17,0.17,0,0.0,0.0,1.005378247,-1,1,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.260420077,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",0.7000000000000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126381,2024-06-15 11:00,강원FC,수원FC,0.061188545,0.03615914,0.902652315,"[0, 0, 0, 0, 0]",0.0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000008294,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.21,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.0499999999999998,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126383,2024-06-16 9:00,전북 현대 모터스,인천 유나이티드,0.070467274,0.031789733,0.897742993,"[1, 1, 1, 1, 1]",1.566588856,0.55,1,0.55,0.55,0,0.0,0.036643286,1.000008294,-2,1,1,0.55,1,0.55,0.55,0,0.0,0.036650741,1.000211727,-2,1,1,0.85,1,0.8500000000000001,0.8500000000000001,0,0.0,0.036840057,1.005378247,0,1,1,1.15,1,1.1500000000000001,1.1500000000000001,0,0.0,0.041088466,1.121318838,2,1,1,0.529579923,1,0.53,0.53,0,0.0,0.065188822,1.779026108,0,0,1,1,1,1,1,1,0.725915985,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",3.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126382,2024-06-16 9:00,울산 HD FC,FC서울,0.082200535,0.044197965,0.8736015,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000211727,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.21,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126384,2024-06-16 10:00,대구FC,제주SK FC,0.045150323,0.033519007,0.92133067,"[0, 0, 0, 0, 1]",0.245132796,0.490840154,0,0.49,0.49,0,0.0,0.0,1.000008294,-1,2,0,0.490840154,0,0.49,0.49,0,0.0,0.0,1.000211727,-1,2,0,0.340840154,0,0.34,0.34,0,0.0,0.0,1.005378247,-2,2,0,0.340840154,0,0.34,0.34,0,0.0,0.0,1.121318838,-2,2,0,0.640840154,1,0.64,0.64,0,0.0,0.041768273,1.779026108,0,2,0,0,0,0,0,1,0.460840154,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126385,2024-06-22 9:00,대구FC,전북 현대 모터스,0.045150323,0.033519007,0.92133067,"[0, 0, 0, 0, 0]",0.0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000008294,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.21,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.0499999999999998,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126387,2024-06-22 10:00,강원FC,김천 상무 프로축구단,0.061188545,0.03615914,0.902652315,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000211727,-1,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.005378247,0,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.15,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126386,2024-06-22 10:00,대전 하나 시티즌,광주FC,0.026872027,0.023439862,0.949688111,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.005378247,0,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.18,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.8999999999999999,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126388,2024-06-22 11:00,FC서울,수원FC,0.075312627,0.044757892,0.879929481,"[0, 0, 0, 0, 0]",0.0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000008294,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.21,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.0499999999999998,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126390,2024-06-23 9:00,제주SK FC,울산 HD FC,0.066065337,0.041855159,0.892079504,"[-1, -1, -1, 0, 0]",1.460813144,-1.359159846,-1,-1.36,-1.36,0,0.0,0.026426354,1.000008294,-2,0,-2,-1.359159846,-1,-1.36,-1.36,0,0.0,0.02643173,1.000211727,-2,0,-2,-0.529579923,-1,-0.53,-0.53,0,0.0,0.026568261,1.005378247,0,0,-1,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,-1,-1,-1,0,0,0.709579923,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-3.5500000000000007,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126389,2024-06-23 9:00,인천 유나이티드,포항 스틸러스,0.021825671,0.025046708,0.953127621,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.24,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126392,2024-06-25 10:30,김천 상무 프로축구단,대전 하나 시티즌,0.112827578,0.047138162,0.84003426,"[0, 0, 0, 0, 0]",0.0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000008294,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.005378247,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.18,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126391,2024-06-25 10:30,수원FC,광주FC,0.236770444,0.050431965,0.712797592,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000211727,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.21,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126393,2024-06-26 10:30,울산 HD FC,대구FC,0.082200535,0.044197965,0.8736015,"[0, 0, 0, 0, 0]",0.0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000008294,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.005378247,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.18,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126396,2024-06-26 10:30,제주SK FC,인천 유나이티드,0.066065337,0.041855159,0.892079504,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000211727,-1,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.005378247,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.18,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.8999999999999999,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126395,2024-06-26 10:30,FC서울,강원FC,0.075312627,0.044757892,0.879929481,"[-1, -1, -1, -1, 0]",2.164690359,-1.209159846,-1,-1.21,-1.21,0,0.0,0.0301253,1.000008294,-1,0,-2,-1.359159846,-1,-1.36,-1.36,0,0.0,0.030131429,1.000211727,-2,0,-2,-1.359159846,-1,-1.36,-1.36,0,0.0,0.030287071,1.005378247,-2,0,-2,-0.829579923,-1,-0.8300000000000001,-0.8300000000000001,0,0.0,0.033779787,1.121318838,-2,0,-1,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,-1,-1,-1,-1,0,0.951411892,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-4.760000000000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126394,2024-06-26 10:30,전북 현대 모터스,포항 스틸러스,0.070467274,0.031789733,0.897742993,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.005378247,0,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.18,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.8999999999999999,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126397,2024-06-29 9:00,김천 상무 프로축구단,대구FC,0.112827578,0.047138162,0.84003426,"[1, 1, 1, 1, 1]",1.506358138,0.85,1,0.8500000000000001,0.8500000000000001,0,0.0,0.058670827,1.000008294,0,1,1,0.85,1,0.8500000000000001,0.8500000000000001,0,0.0,0.058682763,1.000211727,0,1,1,0.7,1,0.7000000000000001,0.7000000000000001,0,0.0,0.058985884,1.005378247,-1,1,1,0.55,1,0.55,0.55,0,0.0,0.065788158,1.121318838,-2,1,1,0.85,1,0.8500000000000001,0.8500000000000001,0,0.0,0.104376068,1.779026108,0,1,1,1,1,1,1,1,0.76,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",3.8000000000000003,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126398,2024-06-29 10:00,전북 현대 모터스,FC서울,0.070467274,0.031789733,0.897742993,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.24,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126399,2024-06-29 11:00,대전 하나 시티즌,수원FC,0.026872027,0.023439862,0.949688111,"[1, 1, 1, 1, 0]",1.563772681,0.909159846,1,0.91,0.91,0,0.0,0.01397357,1.000008294,-1,0,2,0.759159846,1,0.76,0.76,0,0.0,0.013976413,1.000211727,-2,0,2,0.909159846,1,0.91,0.91,0,0.0,0.014048607,1.005378247,-1,0,2,0.759159846,1,0.76,0.76,0,0.0,0.015668697,1.121318838,-2,0,2,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,1,1,1,1,0,0.667327877,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",3.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126400,2024-06-30 9:00,포항 스틸러스,울산 HD FC,0.047074022,0.030004919,0.922921058,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.24,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126402,2024-06-30 10:00,인천 유나이티드,강원FC,0.021825671,0.025046708,0.953127621,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.005378247,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.21,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126401,2024-06-30 10:00,광주FC,제주SK FC,0.143064145,0.051850013,0.805085842,"[0, 0, 0, 0, 0]",0.0,0.170420077,0,0.17,0.17,0,0.0,0.0,1.000008294,-1,1,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000211727,-1,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.005378247,0,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.124084015,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.2799999999999999,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126403,2024-07-05 10:30,인천 유나이티드,김천 상무 프로축구단,0.021825671,0.025046708,0.953127621,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000211727,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.21,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126404,2024-07-05 10:30,수원FC,울산 HD FC,0.236770444,0.050431965,0.712797592,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.24,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126405,2024-07-06 10:00,제주SK FC,FC서울,0.066065337,0.041855159,0.892079504,"[-1, -1, -1, 0, 0]",1.800603106,-1.359159846,-1,-1.36,-1.36,0,0.0,0.026426354,1.000008294,-2,0,-2,-1.359159846,-1,-1.36,-1.36,0,0.0,0.02643173,1.000211727,-2,0,-2,-1.209159846,-1,-1.21,-1.21,0,0.0,0.026568261,1.005378247,-1,0,-2,-0.229579923,0,-0.23000000000000004,-0.23000000000000004,0,0.0,0.0,1.121318838,2,0,-1,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,-1,-1,-1,0,0,0.831411892,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-4.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126406,2024-07-06 10:30,대구FC,포항 스틸러스,0.045150323,0.033519007,0.92133067,"[1, 1, 1, 1, 1]",2.06092992,0.759159846,1,0.76,0.76,0,0.0,0.023478363,1.000008294,-2,0,2,0.909159846,1,0.91,0.91,0,0.0,0.023483139,1.000211727,-1,0,2,0.909159846,1,0.91,0.91,0,0.0,0.023604439,1.005378247,-1,0,2,1.359159846,1,1.36,1.36,0,0.0,0.026326512,1.121318838,2,0,2,0.529579923,1,0.53,0.53,0,0.0,0.041768273,1.779026108,0,0,1,1,1,1,1,1,0.893243861,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",4.470000000000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126408,2024-07-07 10:00,강원FC,광주FC,0.061188545,0.03615914,0.902652315,"[0, 0, 0, 0, 0]",0.0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000008294,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.21,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.0499999999999998,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126407,2024-07-07 10:00,대전 하나 시티즌,전북 현대 모터스,0.026872027,0.023439862,0.949688111,"[0, 0, 0, 0, 0]",0.0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.000008294,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.005378247,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.18,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126410,2024-07-09 10:30,김천 상무 프로축구단,수원FC,0.112827578,0.047138162,0.84003426,"[0, 0, 0, 0, 0]",0.0,0.170420077,0,0.17,0.17,0,0.0,0.0,1.000008294,-1,1,0,0.320420077,0,0.32,0.32,0,0.0,0.0,1.000211727,0,1,0,0.3,0,0.3,0.3,0,0.0,0.0,1.005378247,2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.218168031,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",0.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126409,2024-07-09 10:30,대구FC,인천 유나이티드,0.045150323,0.033519007,0.92133067,"[0, 0, 0, 0, 0]",0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.000008294,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.000211727,0,0,0,-0.15,0,-0.15,-0.15,0,0.0,0.0,1.005378247,-1,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.09,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-0.44999999999999996,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126412,2024-07-10 10:30,포항 스틸러스,강원FC,0.047074022,0.030004919,0.922921058,"[0, 0, 0, 0, 0]",0.0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000008294,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.000211727,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.005378247,-2,0,0,-0.3,0,-0.3,-0.3,0,0.0,0.0,1.121318838,-2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,0,0,0,0.24,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",-1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126414,2024-07-10 10:30,FC서울,대전 하나 시티즌,0.075312627,0.044757892,0.879929481,"[0, 0, 1, 0, 0]",0.2665311,0.490840154,0,0.49,0.49,0,0.0,0.0,1.000008294,-1,2,0,0.490840154,0,0.49,0.49,0,0.0,0.0,1.000211727,-1,2,0,0.790840154,1,0.79,0.79,0,0.0,0.039373192,1.005378247,1,2,0,0.020420077,0,0.020000000000000018,0.020000000000000018,0,0.0,0.0,1.121318838,-2,1,0,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,0,0,1,0,0,0.358588108,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",1.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126413,2024-07-10 10:30,전북 현대 모터스,제주SK FC,0.070467274,0.031789733,0.897742993,"[1, 1, 1, 0, 0]",0.965026218,0.759159846,1,0.76,0.76,0,0.0,0.036643286,1.000008294,-2,0,2,0.759159846,1,0.76,0.76,0,0.0,0.036650741,1.000211727,-2,0,2,0.759159846,1,0.76,0.76,0,0.0,0.036840057,1.005378247,-2,0,2,0.229579923,0,0.23000000000000004,0.23000000000000004,0,0.0,0.0,1.121318838,-2,0,1,0.0,0,0.0,0.0,0,0.0,0.0,1.779026108,0,0,0,1,1,1,0,0,0.501411892,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",2.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
